age;p10Be
22195;1.037
22196;1.0384
22197;1.04
22198;1.0417
22199;1.0437
22200;1.0458
22201;1.0481
22202;1.0506
22203;1.0533
22204;1.0561
22205;1.059
22206;1.062
22207;1.0651
22208;1.0682
22209;1.0713
22210;1.0743
22211;1.0773
22212;1.0801
22213;1.0828
22214;1.0853
22215;1.0875
22216;1.0894
22217;1.091
22218;1.0923
22219;1.0932
22220;1.0937
22221;1.0938
22222;1.0935
22223;1.0927
22224;1.0914
22225;1.0897
22226;1.0875
22227;1.0849
22228;1.0818
22229;1.0783
22230;1.0745
22231;1.0703
22232;1.0657
22233;1.0609
22234;1.0559
22235;1.0507
22236;1.0454
22237;1.0401
22238;1.0347
22239;1.0295
22240;1.0243
22241;1.0193
22242;1.0144
22243;1.0099
22244;1.0056
22245;1.0015
22246;0.99779
22247;0.99436
22248;0.99124
22249;0.98841
22250;0.98587
22251;0.9836
22252;0.98158
22253;0.97978
22254;0.9782
22255;0.9768
22256;0.97556
22257;0.97447
22258;0.9735
22259;0.97264
22260;0.97189
22261;0.97122
22262;0.97064
22263;0.97014
22264;0.96972
22265;0.96939
22266;0.96915
22267;0.96902
22268;0.969
22269;0.9691
22270;0.96935
22271;0.96976
22272;0.97034
22273;0.97113
22274;0.97212
22275;0.97335
22276;0.97483
22277;0.97657
22278;0.97859
22279;0.98089
22280;0.98349
22281;0.98637
22282;0.98954
22283;0.99299
22284;0.9967
22285;1.0006
22286;1.0048
22287;1.0091
22288;1.0136
22289;1.0182
22290;1.0229
22291;1.0275
22292;1.0322
22293;1.0368
22294;1.0413
22295;1.0456
22296;1.0498
22297;1.0539
22298;1.0577
22299;1.0614
22300;1.0649
22301;1.0682
22302;1.0714
22303;1.0744
22304;1.0773
22305;1.0801
22306;1.0829
22307;1.0857
22308;1.0884
22309;1.0912
22310;1.0941
22311;1.097
22312;1.1001
22313;1.1032
22314;1.1064
22315;1.1097
22316;1.1131
22317;1.1165
22318;1.12
22319;1.1236
22320;1.1271
22321;1.1307
22322;1.1342
22323;1.1377
22324;1.1412
22325;1.1446
22326;1.148
22327;1.1514
22328;1.1548
22329;1.1581
22330;1.1615
22331;1.1649
22332;1.1683
22333;1.1718
22334;1.1754
22335;1.1791
22336;1.183
22337;1.1869
22338;1.191
22339;1.1951
22340;1.1994
22341;1.2037
22342;1.208
22343;1.2123
22344;1.2166
22345;1.2208
22346;1.2249
22347;1.2287
22348;1.2323
22349;1.2356
22350;1.2386
22351;1.2412
22352;1.2434
22353;1.2451
22354;1.2464
22355;1.2471
22356;1.2473
22357;1.247
22358;1.2462
22359;1.2448
22360;1.2429
22361;1.2405
22362;1.2376
22363;1.2343
22364;1.2306
22365;1.2265
22366;1.222
22367;1.2174
22368;1.2125
22369;1.2074
22370;1.2023
22371;1.1972
22372;1.192
22373;1.187
22374;1.1821
22375;1.1773
22376;1.1728
22377;1.1685
22378;1.1645
22379;1.1607
22380;1.1572
22381;1.154
22382;1.151
22383;1.1484
22384;1.1459
22385;1.1437
22386;1.1417
22387;1.1399
22388;1.1383
22389;1.1369
22390;1.1355
22391;1.1343
22392;1.1332
22393;1.1322
22394;1.1313
22395;1.1304
22396;1.1296
22397;1.1289
22398;1.1282
22399;1.1275
22400;1.1269
22401;1.1264
22402;1.1258
22403;1.1253
22404;1.1248
22405;1.1244
22406;1.1239
22407;1.1235
22408;1.123
22409;1.1226
22410;1.1222
22411;1.1219
22412;1.1215
22413;1.1212
22414;1.1209
22415;1.1206
22416;1.1204
22417;1.1203
22418;1.1202
22419;1.1202
22420;1.1203
22421;1.1205
22422;1.1208
22423;1.1212
22424;1.1217
22425;1.1223
22426;1.123
22427;1.1238
22428;1.1246
22429;1.1255
22430;1.1264
22431;1.1273
22432;1.1281
22433;1.1289
22434;1.1297
22435;1.1303
22436;1.1308
22437;1.1312
22438;1.1314
22439;1.1315
22440;1.1314
22441;1.1312
22442;1.1308
22443;1.1304
22444;1.1298
22445;1.1291
22446;1.1284
22447;1.1276
22448;1.1268
22449;1.126
22450;1.1252
22451;1.1245
22452;1.1238
22453;1.1232
22454;1.1227
22455;1.1222
22456;1.1219
22457;1.1217
22458;1.1216
22459;1.1216
22460;1.1217
22461;1.122
22462;1.1223
22463;1.1227
22464;1.1232
22465;1.1238
22466;1.1244
22467;1.1251
22468;1.1258
22469;1.1266
22470;1.1273
22471;1.1281
22472;1.1289
22473;1.1297
22474;1.1304
22475;1.1311
22476;1.1318
22477;1.1324
22478;1.1329
22479;1.1335
22480;1.1339
22481;1.1343
22482;1.1346
22483;1.1349
22484;1.1352
22485;1.1353
22486;1.1355
22487;1.1355
22488;1.1356
22489;1.1356
22490;1.1356
22491;1.1355
22492;1.1355
22493;1.1355
22494;1.1355
22495;1.1355
22496;1.1355
22497;1.1356
22498;1.1358
22499;1.136
22500;1.1363
22501;1.1368
22502;1.1373
22503;1.138
22504;1.1388
22505;1.1398
22506;1.141
22507;1.1424
22508;1.1439
22509;1.1456
22510;1.1476
22511;1.1497
22512;1.1519
22513;1.1544
22514;1.157
22515;1.1597
22516;1.1625
22517;1.1654
22518;1.1684
22519;1.1713
22520;1.1742
22521;1.1771
22522;1.1798
22523;1.1824
22524;1.1847
22525;1.1869
22526;1.1888
22527;1.1904
22528;1.1917
22529;1.1926
22530;1.1931
22531;1.1933
22532;1.193
22533;1.1924
22534;1.1913
22535;1.1898
22536;1.188
22537;1.1857
22538;1.183
22539;1.18
22540;1.1767
22541;1.1732
22542;1.1694
22543;1.1653
22544;1.1612
22545;1.1569
22546;1.1526
22547;1.1483
22548;1.1441
22549;1.1399
22550;1.1358
22551;1.1319
22552;1.1282
22553;1.1247
22554;1.1214
22555;1.1182
22556;1.1153
22557;1.1126
22558;1.1101
22559;1.1078
22560;1.1056
22561;1.1036
22562;1.1016
22563;1.0997
22564;1.0979
22565;1.0961
22566;1.0943
22567;1.0925
22568;1.0906
22569;1.0887
22570;1.0867
22571;1.0846
22572;1.0824
22573;1.0801
22574;1.0777
22575;1.0752
22576;1.0725
22577;1.0698
22578;1.067
22579;1.064
22580;1.061
22581;1.058
22582;1.0549
22583;1.0517
22584;1.0486
22585;1.0455
22586;1.0424
22587;1.0393
22588;1.0363
22589;1.0334
22590;1.0306
22591;1.0278
22592;1.0252
22593;1.0228
22594;1.0205
22595;1.0183
22596;1.0162
22597;1.0143
22598;1.0126
22599;1.011
22600;1.0096
22601;1.0082
22602;1.0071
22603;1.006
22604;1.0051
22605;1.0043
22606;1.0036
22607;1.003
22608;1.0025
22609;1.0021
22610;1.0018
22611;1.0015
22612;1.0014
22613;1.0012
22614;1.0012
22615;1.0011
22616;1.0012
22617;1.0012
22618;1.0013
22619;1.0014
22620;1.0016
22621;1.0017
22622;1.0019
22623;1.0021
22624;1.0023
22625;1.0025
22626;1.0028
22627;1.003
22628;1.0032
22629;1.0035
22630;1.0038
22631;1.004
22632;1.0043
22633;1.0047
22634;1.005
22635;1.0054
22636;1.0058
22637;1.0062
22638;1.0066
22639;1.0071
22640;1.0076
22641;1.0081
22642;1.0087
22643;1.0093
22644;1.0099
22645;1.0105
22646;1.0111
22647;1.0118
22648;1.0124
22649;1.013
22650;1.0137
22651;1.0143
22652;1.0149
22653;1.0154
22654;1.016
22655;1.0165
22656;1.017
22657;1.0174
22658;1.0179
22659;1.0183
22660;1.0186
22661;1.019
22662;1.0193
22663;1.0196
22664;1.0199
22665;1.0202
22666;1.0205
22667;1.0208
22668;1.0211
22669;1.0214
22670;1.0216
22671;1.0219
22672;1.0222
22673;1.0225
22674;1.0228
22675;1.023
22676;1.0233
22677;1.0236
22678;1.0239
22679;1.0242
22680;1.0245
22681;1.0249
22682;1.0252
22683;1.0256
22684;1.026
22685;1.0265
22686;1.0269
22687;1.0274
22688;1.028
22689;1.0286
22690;1.0293
22691;1.03
22692;1.0307
22693;1.0315
22694;1.0323
22695;1.0332
22696;1.034
22697;1.0349
22698;1.0359
22699;1.0368
22700;1.0377
22701;1.0386
22702;1.0395
22703;1.0404
22704;1.0412
22705;1.042
22706;1.0427
22707;1.0435
22708;1.0441
22709;1.0447
22710;1.0453
22711;1.0458
22712;1.0463
22713;1.0468
22714;1.0472
22715;1.0476
22716;1.048
22717;1.0485
22718;1.0489
22719;1.0494
22720;1.0499
22721;1.0504
22722;1.051
22723;1.0516
22724;1.0523
22725;1.053
22726;1.0538
22727;1.0546
22728;1.0554
22729;1.0562
22730;1.057
22731;1.0577
22732;1.0583
22733;1.0589
22734;1.0593
22735;1.0595
22736;1.0595
22737;1.0593
22738;1.0589
22739;1.0582
22740;1.0572
22741;1.056
22742;1.0544
22743;1.0527
22744;1.0507
22745;1.0485
22746;1.0461
22747;1.0435
22748;1.0409
22749;1.0382
22750;1.0355
22751;1.0327
22752;1.0301
22753;1.0275
22754;1.0251
22755;1.0228
22756;1.0207
22757;1.0187
22758;1.017
22759;1.0154
22760;1.0141
22761;1.0129
22762;1.0119
22763;1.0111
22764;1.0104
22765;1.0099
22766;1.0095
22767;1.0092
22768;1.009
22769;1.0089
22770;1.0088
22771;1.0089
22772;1.0089
22773;1.009
22774;1.0091
22775;1.0093
22776;1.0094
22777;1.0096
22778;1.0098
22779;1.0099
22780;1.0101
22781;1.0103
22782;1.0105
22783;1.0108
22784;1.011
22785;1.0113
22786;1.0116
22787;1.012
22788;1.0124
22789;1.0129
22790;1.0134
22791;1.014
22792;1.0146
22793;1.0154
22794;1.0161
22795;1.017
22796;1.0179
22797;1.0189
22798;1.0199
22799;1.021
22800;1.0222
22801;1.0233
22802;1.0245
22803;1.0257
22804;1.0269
22805;1.0282
22806;1.0294
22807;1.0307
22808;1.0319
22809;1.0332
22810;1.0345
22811;1.0358
22812;1.0371
22813;1.0385
22814;1.04
22815;1.0415
22816;1.0431
22817;1.0448
22818;1.0467
22819;1.0486
22820;1.0507
22821;1.0529
22822;1.0552
22823;1.0576
22824;1.06
22825;1.0626
22826;1.0652
22827;1.0678
22828;1.0705
22829;1.073
22830;1.0755
22831;1.0779
22832;1.0802
22833;1.0822
22834;1.084
22835;1.0856
22836;1.0869
22837;1.0878
22838;1.0883
22839;1.0885
22840;1.0882
22841;1.0876
22842;1.0864
22843;1.0848
22844;1.0828
22845;1.0803
22846;1.0773
22847;1.0739
22848;1.07
22849;1.0658
22850;1.0613
22851;1.0564
22852;1.0514
22853;1.0461
22854;1.0406
22855;1.0351
22856;1.0296
22857;1.0241
22858;1.0187
22859;1.0134
22860;1.0084
22861;1.0036
22862;0.99908
22863;0.99485
22864;0.99095
22865;0.98737
22866;0.98414
22867;0.98123
22868;0.97864
22869;0.97636
22870;0.97436
22871;0.97262
22872;0.97111
22873;0.9698
22874;0.96867
22875;0.96768
22876;0.96679
22877;0.96598
22878;0.96523
22879;0.96449
22880;0.96375
22881;0.96297
22882;0.96214
22883;0.96123
22884;0.96022
22885;0.95909
22886;0.95783
22887;0.95643
22888;0.95486
22889;0.95313
22890;0.95123
22891;0.94915
22892;0.9469
22893;0.94449
22894;0.94191
22895;0.93919
22896;0.93635
22897;0.93339
22898;0.93036
22899;0.92727
22900;0.92416
22901;0.92107000000000006
22902;0.91801
22903;0.91504
22904;0.91218
22905;0.90947
22906;0.90694
22907;0.90461
22908;0.90252
22909;0.90068
22910;0.8991
22911;0.89781
22912;0.89681
22913;0.89609
22914;0.89567
22915;0.89552
22916;0.89564
22917;0.89601
22918;0.89662
22919;0.89744
22920;0.89846
22921;0.89965
22922;0.90099
22923;0.90246
22924;0.90403
22925;0.90568
22926;0.9074
22927;0.90917
22928;0.91098
22929;0.91282
22930;0.91468
22931;0.91656
22932;0.91845
22933;0.92037
22934;0.9223
22935;0.92426
22936;0.92625
22937;0.92826
22938;0.93031
22939;0.9324
22940;0.93453
22941;0.93669
22942;0.93887
22943;0.94109
22944;0.94331
22945;0.94554
22946;0.94776
22947;0.94995
22948;0.9521
22949;0.9542
22950;0.95624
22951;0.95819
22952;0.96004
22953;0.96179
22954;0.96342
22955;0.96494
22956;0.96632
22957;0.96758
22958;0.96871
22959;0.96971
22960;0.97059
22961;0.97135
22962;0.97199
22963;0.97253
22964;0.97298
22965;0.97333
22966;0.9736
22967;0.97379
22968;0.97392
22969;0.974
22970;0.97402
22971;0.97401
22972;0.97396
22973;0.97389
22974;0.97381
22975;0.97372
22976;0.97363
22977;0.97355
22978;0.97349
22979;0.97346
22980;0.97346
22981;0.97351
22982;0.97361
22983;0.97378
22984;0.97401
22985;0.97432
22986;0.97472
22987;0.97521
22988;0.97579
22989;0.97646
22990;0.97723
22991;0.97809
22992;0.97905
22993;0.98008
22994;0.9812
22995;0.98237
22996;0.98359
22997;0.98486
22998;0.98613
22999;0.98741
23000;0.98868
23001;0.9899
23002;0.99106
23003;0.99215
23004;0.99314
23005;0.99402
23006;0.99476
23007;0.99536
23008;0.9958
23009;0.99606
23010;0.99614
23011;0.99604
23012;0.99574
23013;0.99524
23014;0.99455
23015;0.99367
23016;0.99259
23017;0.99134
23018;0.98991
23019;0.98832
23020;0.98658
23021;0.98472
23022;0.98273
23023;0.98065
23024;0.97849
23025;0.97627
23026;0.97402
23027;0.97176
23028;0.9695
23029;0.96728
23030;0.96512
23031;0.96304
23032;0.96105
23033;0.95919
23034;0.95748
23035;0.95592
23036;0.95454
23037;0.95335
23038;0.95236
23039;0.95157
23040;0.95099
23041;0.95062
23042;0.95046
23043;0.95049
23044;0.95071
23045;0.9511
23046;0.95164
23047;0.95233
23048;0.95313
23049;0.95404
23050;0.95502
23051;0.95608
23052;0.95718
23053;0.95832
23054;0.95949
23055;0.96067
23056;0.96186
23057;0.96307
23058;0.96427
23059;0.96549
23060;0.96671
23061;0.96794
23062;0.96918
23063;0.97043
23064;0.97169
23065;0.97297
23066;0.97424
23067;0.97552
23068;0.97679
23069;0.97803
23070;0.97924
23071;0.98039
23072;0.98146
23073;0.98244
23074;0.98329
23075;0.984
23076;0.98453
23077;0.98486
23078;0.98496
23079;0.98481
23080;0.98439
23081;0.98367
23082;0.98264
23083;0.98129
23084;0.9796
23085;0.97759
23086;0.97524
23087;0.97258
23088;0.96961
23089;0.96636
23090;0.96286
23091;0.95914
23092;0.95524
23093;0.9512
23094;0.94707
23095;0.94288
23096;0.93869
23097;0.93454
23098;0.93046
23099;0.92651
23100;0.92271
23101;0.91909
23102;0.91568
23103;0.91248
23104;0.90952
23105;0.90679
23106;0.9043
23107;0.90203
23108;0.89997
23109;0.89812
23110;0.89645
23111;0.89495
23112;0.8936
23113;0.89237
23114;0.89125
23115;0.89023
23116;0.88928
23117;0.88839
23118;0.88756
23119;0.88678
23120;0.88604
23121;0.88534
23122;0.88467
23123;0.88404
23124;0.88346
23125;0.88293
23126;0.88245
23127;0.88203
23128;0.88169
23129;0.88143
23130;0.88126
23131;0.88121
23132;0.88126
23133;0.88145
23134;0.88178
23135;0.88226
23136;0.88291
23137;0.88373
23138;0.88474
23139;0.88593
23140;0.88732
23141;0.8889
23142;0.89068
23143;0.89264
23144;0.89479
23145;0.8971
23146;0.89956
23147;0.90216
23148;0.90486
23149;0.90765
23150;0.91049
23151;0.91337
23152;0.91625
23153;0.91911
23154;0.92191
23155;0.92465
23156;0.92729
23157;0.92982
23158;0.93223
23159;0.9345
23160;0.93664
23161;0.93864
23162;0.9405
23163;0.94223
23164;0.94383
23165;0.94532
23166;0.94671
23167;0.94802
23168;0.94924
23169;0.95041
23170;0.95153
23171;0.95262
23172;0.95368
23173;0.95472
23174;0.95576
23175;0.95681
23176;0.95785
23177;0.95891
23178;0.95998000000000006
23179;0.96105
23180;0.96213
23181;0.96321
23182;0.96429
23183;0.96536
23184;0.96641
23185;0.96744
23186;0.96843
23187;0.96937
23188;0.97027
23189;0.97109
23190;0.97185
23191;0.97252
23192;0.97311
23193;0.9736
23194;0.974
23195;0.9743
23196;0.97451
23197;0.97463
23198;0.97466
23199;0.97461
23200;0.97449
23201;0.97432
23202;0.9741
23203;0.97385
23204;0.97358
23205;0.9733
23206;0.97304
23207;0.97279
23208;0.97258
23209;0.97242
23210;0.97231
23211;0.97226
23212;0.97227
23213;0.97236
23214;0.97252
23215;0.97276
23216;0.97306
23217;0.97343
23218;0.97387
23219;0.97437
23220;0.97492
23221;0.97551
23222;0.97614
23223;0.97681
23224;0.97749
23225;0.97819
23226;0.9789
23227;0.97961
23228;0.98032
23229;0.98102
23230;0.9817
23231;0.98238
23232;0.98303
23233;0.98367
23234;0.98428
23235;0.98488
23236;0.98546
23237;0.98603
23238;0.98657
23239;0.9871
23240;0.98762
23241;0.98812
23242;0.98861
23243;0.98909
23244;0.98955
23245;0.99001
23246;0.99045
23247;0.99088
23248;0.9913
23249;0.99171
23250;0.99211
23251;0.99249
23252;0.99286
23253;0.99322
23254;0.99357
23255;0.9939
23256;0.99421
23257;0.99451
23258;0.99478
23259;0.99504
23260;0.99527
23261;0.99548
23262;0.99565
23263;0.99579
23264;0.9959
23265;0.99596
23266;0.99596
23267;0.99592
23268;0.99581
23269;0.99564
23270;0.9954
23271;0.99508
23272;0.99469
23273;0.99421
23274;0.99365
23275;0.993
23276;0.99227
23277;0.99146
23278;0.99057
23279;0.9896
23280;0.98858
23281;0.98749
23282;0.98635
23283;0.98518
23284;0.98397
23285;0.98275
23286;0.98151
23287;0.98028
23288;0.97906
23289;0.97786
23290;0.97668
23291;0.97554
23292;0.97444
23293;0.97338
23294;0.97237
23295;0.97141
23296;0.9705
23297;0.96964
23298;0.96885
23299;0.96811
23300;0.96744
23301;0.96683
23302;0.9663
23303;0.96584
23304;0.96547
23305;0.96518
23306;0.96499
23307;0.96491
23308;0.96493
23309;0.96508
23310;0.96535
23311;0.96576
23312;0.96631
23313;0.96702
23314;0.96788
23315;0.96892
23316;0.97012
23317;0.97151
23318;0.97308
23319;0.97483
23320;0.97676
23321;0.97888
23322;0.98116
23323;0.98362
23324;0.98623
23325;0.98897
23326;0.99183
23327;0.9948
23328;0.99783
23329;1.0009
23330;1.004
23331;1.0071
23332;1.0102
23333;1.0131
23334;1.016
23335;1.0188
23336;1.0215
23337;1.024
23338;1.0263
23339;1.0284
23340;1.0304
23341;1.0322
23342;1.0338
23343;1.0353
23344;1.0365
23345;1.0376
23346;1.0386
23347;1.0394
23348;1.0401
23349;1.0407
23350;1.0412
23351;1.0416
23352;1.042
23353;1.0423
23354;1.0425
23355;1.0427
23356;1.0429
23357;1.043
23358;1.0431
23359;1.0433
23360;1.0434
23361;1.0435
23362;1.0436
23363;1.0438
23364;1.0439
23365;1.0441
23366;1.0443
23367;1.0446
23368;1.0448
23369;1.0451
23370;1.0455
23371;1.0458
23372;1.0462
23373;1.0467
23374;1.0472
23375;1.0477
23376;1.0482
23377;1.0488
23378;1.0494
23379;1.05
23380;1.0506
23381;1.0512
23382;1.0518
23383;1.0525
23384;1.0531
23385;1.0537
23386;1.0543
23387;1.0549
23388;1.0555
23389;1.0561
23390;1.0566
23391;1.0572
23392;1.0577
23393;1.0583
23394;1.0588
23395;1.0594
23396;1.0599
23397;1.0605
23398;1.0611
23399;1.0617
23400;1.0624
23401;1.0631
23402;1.0638
23403;1.0645
23404;1.0653
23405;1.0661
23406;1.0669
23407;1.0677
23408;1.0686
23409;1.0694
23410;1.0702
23411;1.0711
23412;1.0719
23413;1.0726
23414;1.0733
23415;1.074
23416;1.0746
23417;1.0752
23418;1.0757
23419;1.0762
23420;1.0766
23421;1.0769
23422;1.0772
23423;1.0774
23424;1.0775
23425;1.0776
23426;1.0776
23427;1.0776
23428;1.0775
23429;1.0774
23430;1.0772
23431;1.077
23432;1.0768
23433;1.0765
23434;1.0763
23435;1.076
23436;1.0757
23437;1.0753
23438;1.075
23439;1.0746
23440;1.0743
23441;1.0739
23442;1.0735
23443;1.0731
23444;1.0727
23445;1.0722
23446;1.0718
23447;1.0713
23448;1.0707
23449;1.0701
23450;1.0694
23451;1.0687
23452;1.0678
23453;1.0668
23454;1.0657
23455;1.0645
23456;1.0631
23457;1.0615
23458;1.0597
23459;1.0577
23460;1.0555
23461;1.0531
23462;1.0505
23463;1.0477
23464;1.0447
23465;1.0415
23466;1.0382
23467;1.0347
23468;1.0311
23469;1.0273
23470;1.0236
23471;1.0197
23472;1.0158
23473;1.012
23474;1.0081
23475;1.0043
23476;1.0005
23477;0.9967
23478;0.99297
23479;0.98927
23480;0.98557
23481;0.98186
23482;0.97812
23483;0.97433
23484;0.97045
23485;0.96647
23486;0.96235
23487;0.95808
23488;0.95365
23489;0.94904
23490;0.94426
23491;0.9393
23492;0.93419
23493;0.92895
23494;0.9236
23495;0.91818
23496;0.91273
23497;0.90729
23498;0.9019
23499;0.89662
23500;0.89148
23501;0.88653
23502;0.8818
23503;0.87732
23504;0.87312
23505;0.86921
23506;0.86561
23507;0.86232
23508;0.85934
23509;0.85667
23510;0.85427
23511;0.85215
23512;0.85028
23513;0.84863
23514;0.84718
23515;0.84591
23516;0.84478
23517;0.84379
23518;0.8429
23519;0.8421
23520;0.84136
23521;0.84068
23522;0.84004
23523;0.83944
23524;0.83886
23525;0.83831
23526;0.83778
23527;0.83728
23528;0.83681
23529;0.83637
23530;0.83598
23531;0.83565
23532;0.83539
23533;0.83522
23534;0.83516
23535;0.83523
23536;0.83546
23537;0.83586
23538;0.83649
23539;0.83736
23540;0.83852
23541;0.84
23542;0.84185
23543;0.84409
23544;0.84679
23545;0.84996
23546;0.85365
23547;0.85789
23548;0.8627
23549;0.86809
23550;0.87407
23551;0.88064
23552;0.88778
23553;0.89545
23554;0.90361
23555;0.91222
23556;0.92119
23557;0.93046
23558;0.93993
23559;0.94952
23560;0.95912
23561;0.96864
23562;0.97798
23563;0.98705
23564;0.99577
23565;1.004
23566;1.0118
23567;1.019
23568;1.0256
23569;1.0315
23570;1.0367
23571;1.0413
23572;1.0451
23573;1.0482
23574;1.0505
23575;1.0522
23576;1.0531
23577;1.0534
23578;1.053
23579;1.0519
23580;1.0502
23581;1.0479
23582;1.045
23583;1.0415
23584;1.0376
23585;1.0331
23586;1.0283
23587;1.023
23588;1.0175
23589;1.0116
23590;1.0056
23591;0.99949
23592;0.99329
23593;0.98709
23594;0.98097
23595;0.97497
23596;0.96916
23597;0.96358
23598;0.95827
23599;0.95327
23600;0.94859
23601;0.94426
23602;0.94026
23603;0.93661
23604;0.93328
23605;0.93027
23606;0.92753
23607;0.92505
23608;0.9228
23609;0.92074
23610;0.91884
23611;0.91705
23612;0.91537
23613;0.91374
23614;0.91215
23615;0.91058
23616;0.909
23617;0.90741
23618;0.90579
23619;0.90414
23620;0.90246
23621;0.90076
23622;0.89903
23623;0.89729
23624;0.89555
23625;0.89383
23626;0.89214
23627;0.89051
23628;0.88893
23629;0.88744
23630;0.88604
23631;0.88476
23632;0.8836
23633;0.88257
23634;0.88169
23635;0.88096
23636;0.88039
23637;0.87999
23638;0.87976
23639;0.87971
23640;0.87985
23641;0.88017
23642;0.88069
23643;0.88141
23644;0.88233
23645;0.88346
23646;0.8848
23647;0.88635
23648;0.88811
23649;0.89008
23650;0.89226
23651;0.89464
23652;0.8972
23653;0.89993
23654;0.90282
23655;0.90584
23656;0.90896
23657;0.91217
23658;0.91543
23659;0.9187
23660;0.92197
23661;0.9252
23662;0.92836
23663;0.93142
23664;0.93435
23665;0.93715
23666;0.93979
23667;0.94226
23668;0.94455
23669;0.94666
23670;0.94859
23671;0.95035
23672;0.95194
23673;0.95338
23674;0.95467
23675;0.95584
23676;0.95691
23677;0.95789
23678;0.9588
23679;0.95965
23680;0.96046
23681;0.96125
23682;0.96203
23683;0.9628
23684;0.96358
23685;0.96436
23686;0.96516
23687;0.96598
23688;0.9668
23689;0.96763
23690;0.96847
23691;0.9693
23692;0.97012
23693;0.97092
23694;0.9717
23695;0.97245
23696;0.97316
23697;0.97382
23698;0.97444
23699;0.97501
23700;0.97553
23701;0.976
23702;0.97642
23703;0.97679
23704;0.97712
23705;0.97741
23706;0.97767
23707;0.97791
23708;0.97812
23709;0.97833
23710;0.97852
23711;0.97872
23712;0.97893
23713;0.97914
23714;0.97938
23715;0.97963
23716;0.9799
23717;0.98019
23718;0.98051
23719;0.98084
23720;0.9812
23721;0.98157
23722;0.98195
23723;0.98234
23724;0.98274
23725;0.98314
23726;0.98353
23727;0.98391
23728;0.98429
23729;0.98464
23730;0.98499
23731;0.98531
23732;0.98562
23733;0.98591
23734;0.98618
23735;0.98644
23736;0.98669
23737;0.98694
23738;0.98719
23739;0.98744
23740;0.98771
23741;0.98799
23742;0.9883
23743;0.98864
23744;0.98902
23745;0.98944
23746;0.98991
23747;0.99043
23748;0.991
23749;0.99163
23750;0.99231
23751;0.99305
23752;0.99383
23753;0.99465
23754;0.99551
23755;0.9964
23756;0.99731
23757;0.99822
23758;0.99914
23759;1
23760;1.0009
23761;1.0018
23762;1.0025
23763;1.0033
23764;1.004
23765;1.0046
23766;1.0051
23767;1.0055
23768;1.0059
23769;1.0062
23770;1.0063
23771;1.0064
23772;1.0064
23773;1.0062
23774;1.006
23775;1.0057
23776;1.0052
23777;1.0047
23778;1.0041
23779;1.0034
23780;1.0026
23781;1.0017
23782;1.0008
23783;0.99976
23784;0.99869
23785;0.99757
23786;0.99642
23787;0.99524
23788;0.99404
23789;0.99284
23790;0.99166
23791;0.99049
23792;0.98935
23793;0.98824
23794;0.98719
23795;0.98618
23796;0.98522
23797;0.98432
23798;0.98347
23799;0.98267
23800;0.98191
23801;0.98118
23802;0.98047
23803;0.97978
23804;0.97907
23805;0.97835
23806;0.97759
23807;0.97677
23808;0.97588
23809;0.9749
23810;0.97381
23811;0.9726
23812;0.97126
23813;0.96978
23814;0.96815
23815;0.96637
23816;0.96444
23817;0.96237
23818;0.96016
23819;0.95783
23820;0.9554
23821;0.95288
23822;0.9503
23823;0.94769
23824;0.94508
23825;0.94248
23826;0.93993
23827;0.93746
23828;0.93509
23829;0.93285
23830;0.93076
23831;0.92882
23832;0.92707
23833;0.92552
23834;0.92416
23835;0.92302
23836;0.92209
23837;0.92137
23838;0.92087
23839;0.92059
23840;0.92052
23841;0.92067
23842;0.92102
23843;0.92159
23844;0.92235
23845;0.92332
23846;0.92449
23847;0.92584
23848;0.92738
23849;0.92909
23850;0.93096
23851;0.93298
23852;0.93514
23853;0.93741
23854;0.93977
23855;0.94221
23856;0.9447
23857;0.94722
23858;0.94973
23859;0.95221
23860;0.95464
23861;0.957
23862;0.95925
23863;0.96137
23864;0.96336
23865;0.96517
23866;0.96681
23867;0.96825
23868;0.96948
23869;0.97049
23870;0.97127
23871;0.9718
23872;0.97208
23873;0.97208
23874;0.97181
23875;0.97125
23876;0.97038
23877;0.96919
23878;0.96768
23879;0.96583
23880;0.96363
23881;0.96108
23882;0.95817
23883;0.95491
23884;0.95131
23885;0.94739
23886;0.94315
23887;0.93864
23888;0.93388
23889;0.92891
23890;0.92379
23891;0.91855
23892;0.91325
23893;0.90795
23894;0.90269
23895;0.89753
23896;0.89252
23897;0.8877
23898;0.88311
23899;0.87879
23900;0.87476
23901;0.87105
23902;0.86766
23903;0.86461
23904;0.86188
23905;0.85948
23906;0.8574
23907;0.85562
23908;0.85412
23909;0.85289
23910;0.85191
23911;0.85115
23912;0.85059
23913;0.85022
23914;0.85002
23915;0.84997
23916;0.85006
23917;0.85027
23918;0.85059
23919;0.85101
23920;0.85151
23921;0.8521
23922;0.85275
23923;0.85347
23924;0.85423
23925;0.85504
23926;0.85588
23927;0.85675
23928;0.85763
23929;0.85851
23930;0.8594
23931;0.86027
23932;0.86112
23933;0.86195
23934;0.86275
23935;0.86351
23936;0.86424
23937;0.86493
23938;0.86557
23939;0.86619
23940;0.86676
23941;0.86731
23942;0.86784
23943;0.86835
23944;0.86886
23945;0.86937
23946;0.86989
23947;0.87044
23948;0.87103
23949;0.87166
23950;0.87235
23951;0.8731
23952;0.87394
23953;0.87485
23954;0.87585
