age;p10Be
27394;0.90965
27395;0.90857
27396;0.90766
27397;0.90692
27398;0.90635
27399;0.90594
27400;0.90567
27401;0.90555
27402;0.90557
27403;0.90573
27404;0.90602
27405;0.90645
27406;0.907
27407;0.90768
27408;0.90849
27409;0.90944
27410;0.91051
27411;0.91171
27412;0.91304
27413;0.91448
27414;0.91604
27415;0.91771
27416;0.91947
27417;0.92131
27418;0.92323
27419;0.9252
27420;0.92721
27421;0.92924
27422;0.93129
27423;0.93334
27424;0.93537
27425;0.93739
27426;0.93938
27427;0.94135
27428;0.94332
27429;0.94528
27430;0.94727
27431;0.94931
27432;0.95143
27433;0.95368
27434;0.95611
27435;0.95878
27436;0.96173
27437;0.96504
27438;0.96878
27439;0.973
27440;0.97778
27441;0.98318
27442;0.98925
27443;0.99605
27444;1.0036
27445;1.0119
27446;1.021
27447;1.0309
27448;1.0415
27449;1.0529
27450;1.0648
27451;1.0773
27452;1.0902
27453;1.1035
27454;1.117
27455;1.1305
27456;1.1441
27457;1.1575
27458;1.1706
27459;1.1833
27460;1.1956
27461;1.2073
27462;1.2185
27463;1.2291
27464;1.239
27465;1.2483
27466;1.257
27467;1.2651
27468;1.2728
27469;1.2801
27470;1.2869
27471;1.2935
27472;1.2999
27473;1.3062
27474;1.3124
27475;1.3186
27476;1.3247
27477;1.3309
27478;1.3372
27479;1.3435
27480;1.3498000000000001
27481;1.356
27482;1.3622
27483;1.3683
27484;1.3741
27485;1.3796
27486;1.3848
27487;1.3895
27488;1.3936
27489;1.3971
27490;1.3999
27491;1.4019
27492;1.4031
27493;1.4034
27494;1.4027
27495;1.4011
27496;1.3986
27497;1.3951
27498;1.3907
27499;1.3855
27500;1.3794
27501;1.3727
27502;1.3653
27503;1.3573
27504;1.349
27505;1.3403
27506;1.3314
27507;1.3224
27508;1.3134
27509;1.3046
27510;1.296
27511;1.2877
27512;1.2798
27513;1.2724
27514;1.2655
27515;1.2591
27516;1.2532
27517;1.248
27518;1.2432
27519;1.239
27520;1.2353
27521;1.232
27522;1.2292
27523;1.2267
27524;1.2245
27525;1.2226
27526;1.2208
27527;1.2192
27528;1.2176
27529;1.2161
27530;1.2146
27531;1.213
27532;1.2112
27533;1.2094
27534;1.2074
27535;1.2052
27536;1.2029
27537;1.2003
27538;1.1976
27539;1.1947
27540;1.1916
27541;1.1884
27542;1.1851
27543;1.1817
27544;1.1783
27545;1.1749
27546;1.1716
27547;1.1683
27548;1.1652
27549;1.1623000000000001
27550;1.1596
27551;1.1571
27552;1.1549
27553;1.1529
27554;1.1513
27555;1.1499
27556;1.1488
27557;1.1479
27558;1.1473
27559;1.1468
27560;1.1465
27561;1.1462
27562;1.146
27563;1.1458
27564;1.1455
27565;1.145
27566;1.1444
27567;1.1435
27568;1.1424
27569;1.1409
27570;1.1391
27571;1.137
27572;1.1344
27573;1.1316
27574;1.1284
27575;1.1249
27576;1.1212
27577;1.1173
27578;1.1133
27579;1.1093
27580;1.1053
27581;1.1015
27582;1.098
27583;1.0948
27584;1.0921
27585;1.09
27586;1.0884
27587;1.0875
27588;1.0874
27589;1.0881
27590;1.0895
27591;1.0918
27592;1.0948
27593;1.0986
27594;1.103
27595;1.1081
27596;1.1137
27597;1.1198
27598;1.1262
27599;1.1329
27600;1.1398
27601;1.1468
27602;1.1537
27603;1.1606
27604;1.1673
27605;1.1739
27606;1.1802
27607;1.1862
27608;1.192
27609;1.1974
27610;1.2026
27611;1.2075
27612;1.2121
27613;1.2166
27614;1.2208
27615;1.2249
27616;1.2289
27617;1.2328
27618;1.2368
27619;1.2408
27620;1.2448
27621;1.2489
27622;1.2531
27623;1.2573
27624;1.2614
27625;1.2654
27626;1.269
27627;1.2723
27628;1.275
27629;1.2772
27630;1.2789
27631;1.2801
27632;1.2808
27633;1.2812
27634;1.2813
27635;1.2812
27636;1.2811
27637;1.2809
27638;1.2807
27639;1.2806
27640;1.2806
27641;1.2808
27642;1.2812
27643;1.2817
27644;1.2826
27645;1.2837
27646;1.2851
27647;1.2868
27648;1.2888
27649;1.2912
27650;1.294
27651;1.2971
27652;1.3005
27653;1.3043
27654;1.3085
27655;1.313
27656;1.3178
27657;1.3229
27658;1.3284
27659;1.3341
27660;1.3402
27661;1.3465
27662;1.353
27663;1.3598
27664;1.3669
27665;1.3741
27666;1.3815
27667;1.3891
27668;1.3968
27669;1.4046
27670;1.4125
27671;1.4203
27672;1.4281
27673;1.4357
27674;1.4431
27675;1.4503
27676;1.4571
27677;1.4635
27678;1.4695
27679;1.4749
27680;1.4797
27681;1.4839
27682;1.4875
27683;1.4905
27684;1.4929
27685;1.4946
27686;1.4959
27687;1.4966
27688;1.4969
27689;1.4969
27690;1.4966
27691;1.4961
27692;1.4956
27693;1.495
27694;1.4945
27695;1.4942
27696;1.4939
27697;1.4939
27698;1.494
27699;1.4943
27700;1.4947
27701;1.4952
27702;1.4957
27703;1.496
27704;1.4961
27705;1.4958
27706;1.495
27707;1.4935
27708;1.4912
27709;1.488
27710;1.4837
27711;1.4782
27712;1.4716
27713;1.4636
27714;1.4543
27715;1.4436
27716;1.4317
27717;1.4185
27718;1.4041
27719;1.3888
27720;1.3725
27721;1.3554
27722;1.3378
27723;1.3197
27724;1.3014
27725;1.283
27726;1.2647
27727;1.2466
27728;1.2289
27729;1.2117
27730;1.1951
27731;1.1791
27732;1.164
27733;1.1496
27734;1.136
27735;1.1233
27736;1.1114
27737;1.1004
27738;1.0902
27739;1.0809
27740;1.0723
27741;1.0644
27742;1.0573
27743;1.0508
27744;1.0449
27745;1.0396
27746;1.0348
27747;1.0305
27748;1.0266
27749;1.0231
27750;1.0198
27751;1.0168
27752;1.014
27753;1.0113
27754;1.0087
27755;1.0061
27756;1.0034
27757;1.0005
27758;0.99754
27759;0.99432
27760;0.99082
27761;0.987
27762;0.98283
27763;0.97828
27764;0.97334
27765;0.96801
27766;0.96229
27767;0.9562
27768;0.94977
27769;0.94304
27770;0.93607
27771;0.9289
27772;0.92161
27773;0.91426
27774;0.90693
27775;0.89969
27776;0.89261
27777;0.88577
27778;0.87921
27779;0.873
27780;0.86718
27781;0.86179
27782;0.85686
27783;0.85241
27784;0.84846
27785;0.845
27786;0.84204
27787;0.83957
27788;0.83759
27789;0.83607
27790;0.83501
27791;0.83439
27792;0.8342
27793;0.83442
27794;0.83505
27795;0.83608
27796;0.83749
27797;0.83927
27798;0.84142
27799;0.84391
27800;0.84674
27801;0.84989
27802;0.85333
27803;0.85703
27804;0.86097
27805;0.8651
27806;0.8694
27807;0.87381
27808;0.87829
27809;0.88279
27810;0.88727
27811;0.89167
27812;0.89597
27813;0.9001
27814;0.90405
27815;0.90777
27816;0.91124
27817;0.91444
27818;0.91735
27819;0.91997
27820;0.9223
27821;0.92434
27822;0.92608
27823;0.92755
27824;0.92875
27825;0.92969
27826;0.93038
27827;0.93084
27828;0.93109
27829;0.93112
27830;0.93094
27831;0.93057
27832;0.93002
27833;0.92927
27834;0.92834
27835;0.92723
27836;0.92595
27837;0.92449
27838;0.92287
27839;0.92108
27840;0.91915
27841;0.91707
27842;0.91487
27843;0.91257
27844;0.91017
27845;0.90772
27846;0.90522
27847;0.9027
27848;0.90019
27849;0.89772
27850;0.8953
27851;0.89297
27852;0.89073
27853;0.88861
27854;0.88663
27855;0.88479
27856;0.8831
27857;0.88156
27858;0.88019
27859;0.87897
27860;0.87791
27861;0.87699
27862;0.87621
27863;0.87557
27864;0.87505
27865;0.87466
27866;0.87437
27867;0.87419
27868;0.87411
27869;0.87412
27870;0.87423
27871;0.87444
27872;0.87473
27873;0.87512
27874;0.87559
27875;0.87616
27876;0.87683
27877;0.87759
27878;0.87843
27879;0.87937
27880;0.88039
27881;0.8815
27882;0.88267
27883;0.88391
27884;0.8852
27885;0.88653
27886;0.88789
27887;0.88927
27888;0.89065
27889;0.89202
27890;0.89337
27891;0.89468
27892;0.89596
27893;0.89719
27894;0.89837
27895;0.8995
27896;0.90057
27897;0.90161
27898;0.90261
27899;0.90359
27900;0.90457
27901;0.90557
27902;0.90662
27903;0.90774
27904;0.90897
27905;0.91033
27906;0.91187
27907;0.91362
27908;0.91563
27909;0.91791
27910;0.92052
27911;0.92348
27912;0.92681
27913;0.93054
27914;0.93468
27915;0.93924
27916;0.94421
27917;0.94958
27918;0.95533
27919;0.96142
27920;0.96781
27921;0.97445
27922;0.98128
27923;0.98825
27924;0.99528
27925;1.0023
27926;1.0092
27927;1.0161
27928;1.0227
27929;1.029
27930;1.035
27931;1.0407
27932;1.046
27933;1.0509
27934;1.0554
27935;1.0594
27936;1.063
27937;1.0662
27938;1.0691
27939;1.0715
27940;1.0736
27941;1.0754
27942;1.0769
27943;1.0782
27944;1.0793
27945;1.0801
27946;1.0809
27947;1.0815
27948;1.082
27949;1.0824
27950;1.0827
27951;1.0831
27952;1.0834
27953;1.0837
27954;1.084
27955;1.0843
27956;1.0847
27957;1.085
27958;1.0854
27959;1.0859
27960;1.0863
27961;1.0868
27962;1.0873
27963;1.0878
27964;1.0883
27965;1.0888
27966;1.0894
27967;1.0899
27968;1.0903
27969;1.0908
27970;1.0912
27971;1.0916
27972;1.092
27973;1.0923
27974;1.0926
27975;1.0928
27976;1.0929
27977;1.0929
27978;1.0929
27979;1.0928
27980;1.0926
27981;1.0923
27982;1.0918
27983;1.0913
27984;1.0906
27985;1.0898
27986;1.0888
27987;1.0876
27988;1.0863
27989;1.0849
27990;1.0832
27991;1.0814
27992;1.0794
27993;1.0773
27994;1.075
27995;1.0726
27996;1.07
27997;1.0674
27998;1.0647
27999;1.0619
28000;1.0591
28001;1.0564
28002;1.0536
28003;1.0509
28004;1.0483
28005;1.0458
28006;1.0434
28007;1.0412
28008;1.0391
28009;1.0372
28010;1.0354
28011;1.0339
28012;1.0324
28013;1.0312
28014;1.0301
28015;1.0292
28016;1.0284
28017;1.0277
28018;1.0272
28019;1.0267
28020;1.0264
28021;1.0261
28022;1.0259
28023;1.0258
28024;1.0257
28025;1.0256
28026;1.0256
28027;1.0256
28028;1.0257
28029;1.0257
28030;1.0258
28031;1.0258
28032;1.0259
28033;1.026
28034;1.0261
28035;1.0262
28036;1.0263
28037;1.0264
28038;1.0265
28039;1.0266
28040;1.0267
28041;1.0268
28042;1.0269
28043;1.0269
28044;1.027
28045;1.0271
28046;1.0272
28047;1.0272
28048;1.0273
28049;1.0273
28050;1.0274
28051;1.0274
28052;1.0274
28053;1.0274
28054;1.0273
28055;1.0273
28056;1.0271
28057;1.027
28058;1.0268
28059;1.0265
28060;1.0261
28061;1.0257
28062;1.0251
28063;1.0244
28064;1.0236
28065;1.0227
28066;1.0215
28067;1.0202
28068;1.0187
28069;1.017
28070;1.0151
28071;1.013
28072;1.0107
28073;1.0081
28074;1.0054
28075;1.0024
28076;0.99933
28077;0.99608
28078;0.99272
28079;0.98927
28080;0.98576
28081;0.98224
28082;0.97874
28083;0.97528
28084;0.97191
28085;0.96866
28086;0.96555
28087;0.9626
28088;0.95984
28089;0.95728
28090;0.95493
28091;0.9528
28092;0.95088
28093;0.94917
28094;0.94766
28095;0.94635
28096;0.94522
28097;0.94426
28098;0.94345
28099;0.94278
28100;0.94224
28101;0.94181
28102;0.94147
28103;0.94122
28104;0.94106
28105;0.94096
28106;0.94093
28107;0.94096
28108;0.94105
28109;0.94119
28110;0.94138
28111;0.94163
28112;0.94192
28113;0.94227
28114;0.94267
28115;0.94312
28116;0.94361
28117;0.94414
28118;0.94471
28119;0.94532
28120;0.94596
28121;0.94663
28122;0.94731
28123;0.94801
28124;0.94872
28125;0.94942
28126;0.95013
28127;0.95083
28128;0.95152
28129;0.9522
28130;0.95286
28131;0.95351
28132;0.95414
28133;0.95476
28134;0.95537
28135;0.95596
28136;0.95654
28137;0.95711
28138;0.95766
28139;0.95819
28140;0.95871
28141;0.95921
28142;0.95968
28143;0.96011
28144;0.9605
28145;0.96084
28146;0.96111
28147;0.96131
28148;0.96142
28149;0.96143
28150;0.96134
28151;0.96114
28152;0.96081
28153;0.96036
28154;0.95978
28155;0.95907
28156;0.95824
28157;0.9573
28158;0.95625
28159;0.9551
28160;0.95387
28161;0.95258
28162;0.95124
28163;0.94987
28164;0.9485
28165;0.94713
28166;0.94579
28167;0.9445
28168;0.94326
28169;0.94209
28170;0.941
28171;0.94
28172;0.9391
28173;0.93829
28174;0.93759
28175;0.93698
28176;0.93648
28177;0.93608
28178;0.93577
28179;0.93556
28180;0.93544
28181;0.93541
28182;0.93546
28183;0.93561
28184;0.93584
28185;0.93615
28186;0.93656
28187;0.93705
28188;0.93763
28189;0.9383
28190;0.93905
28191;0.9399
28192;0.94083
28193;0.94184
28194;0.94293
28195;0.94409
28196;0.94532
28197;0.9466
28198;0.94793
28199;0.94928
28200;0.95066
28201;0.95204
28202;0.95341
28203;0.95476
28204;0.95608
28205;0.95735
28206;0.95856
28207;0.95971
28208;0.96079
28209;0.96179
28210;0.96271
28211;0.96354
28212;0.9643
28213;0.96498
28214;0.96558
28215;0.96612
28216;0.96659
28217;0.96701
28218;0.96738
28219;0.96771
28220;0.96801
28221;0.9683
28222;0.96858
28223;0.96885
28224;0.96914
28225;0.96944
28226;0.96976
28227;0.97012
28228;0.97051
28229;0.97094
28230;0.97141
28231;0.97193
28232;0.9725
28233;0.97311
28234;0.97376
28235;0.97445
28236;0.97518
28237;0.97594
28238;0.97672
28239;0.97751999999999994
28240;0.97832
28241;0.97912
28242;0.97992
28243;0.9807
28244;0.98145
28245;0.98217
28246;0.98286
28247;0.9835
28248;0.9841
28249;0.98465
28250;0.98514
28251;0.98558
28252;0.98597
28253;0.98629
28254;0.98656
28255;0.98678
28256;0.98693
28257;0.98703
28258;0.98707
28259;0.98706
28260;0.98699
28261;0.98685
28262;0.98666
28263;0.98641
28264;0.9861
28265;0.98573
28266;0.9853
28267;0.98482
28268;0.98427
28269;0.98368
28270;0.98303
28271;0.98234
28272;0.98161
28273;0.98086
28274;0.98007
28275;0.97927
28276;0.97847
28277;0.97767
28278;0.97687
28279;0.9761
28280;0.97535
28281;0.97463
28282;0.97396
28283;0.97332
28284;0.97274
28285;0.9722
28286;0.97172
28287;0.97129
28288;0.97091
28289;0.97058
28290;0.97031
28291;0.97008
28292;0.96989
28293;0.96976
28294;0.96966
28295;0.96961
28296;0.96961
28297;0.96965
28298;0.96974
28299;0.96987
28300;0.97006
28301;0.97029
28302;0.97059
28303;0.97094
28304;0.97135
28305;0.97182
28306;0.97235
28307;0.97294
28308;0.97359
28309;0.97429
28310;0.97504
28311;0.97584
28312;0.97667
28313;0.97754
28314;0.97842
28315;0.97931
28316;0.98021
28317;0.98109
28318;0.98196
28319;0.98281
28320;0.98362
28321;0.98439
28322;0.98512
28323;0.98581
28324;0.98645
28325;0.98704
28326;0.9876
28327;0.98812
28328;0.98861
28329;0.98909
28330;0.98956
28331;0.99004
28332;0.99054
28333;0.99108
28334;0.99168
28335;0.99235
28336;0.99311
28337;0.99397
28338;0.99497
28339;0.9961
28340;0.99738
28341;0.99883
28342;1.0004
28343;1.0022
28344;1.0042
28345;1.0063
28346;1.0086
28347;1.0111
28348;1.0136
28349;1.0163
28350;1.0191
28351;1.022
28352;1.0249
28353;1.0278
28354;1.0306
28355;1.0335
28356;1.0363
28357;1.039
28358;1.0416
28359;1.044
28360;1.0463
28361;1.0485
28362;1.0505
28363;1.0524
28364;1.0541
28365;1.0557
28366;1.0572
28367;1.0586
28368;1.0598
28369;1.061
28370;1.0622
28371;1.0633
28372;1.0644
28373;1.0655
28374;1.0666
28375;1.0677
28376;1.069
28377;1.0703
28378;1.0717
28379;1.0732
28380;1.0748
28381;1.0765
28382;1.0784
28383;1.0803
28384;1.0824
28385;1.0846
28386;1.0868
28387;1.0891
28388;1.0915
28389;1.0938
28390;1.0962
28391;1.0986
28392;1.1008
28393;1.1031
28394;1.1052
28395;1.1071
28396;1.109
28397;1.1106
28398;1.112
28399;1.1133
28400;1.1143
28401;1.115
28402;1.1154
28403;1.1156
28404;1.1154
28405;1.1149
28406;1.1141
28407;1.1129
28408;1.1113
28409;1.1093
28410;1.1069
28411;1.1041
28412;1.1009
28413;1.0973
28414;1.0933
28415;1.089
28416;1.0843
28417;1.0792
28418;1.0739
28419;1.0684
28420;1.0626
28421;1.0567
28422;1.0508
28423;1.0448
28424;1.0389
28425;1.0331
28426;1.0275
28427;1.022
28428;1.0169
28429;1.012
28430;1.0075
28431;1.0033
28432;0.99957
28433;0.99618
28434;0.99319
28435;0.9906
28436;0.98839
28437;0.98656
28438;0.9851
28439;0.984
28440;0.98323
28441;0.98279
28442;0.98266
28443;0.98284
28444;0.9833
28445;0.98406
28446;0.98508
28447;0.98637
28448;0.98793
28449;0.98974
28450;0.99178
28451;0.99406
28452;0.99656
28453;0.99926
28454;1.0021
28455;1.0052
28456;1.0083
28457;1.0116
28458;1.015
28459;1.0183
28460;1.0217
28461;1.0251
28462;1.0284
28463;1.0316
28464;1.0347
28465;1.0377
28466;1.0405
28467;1.0432
28468;1.0456
28469;1.0479
28470;1.05
28471;1.0519
28472;1.0536
28473;1.0551
28474;1.0565
28475;1.0578
28476;1.0589
28477;1.0599
28478;1.0609
28479;1.0617
28480;1.0625
28481;1.0633
28482;1.064
28483;1.0647
28484;1.0654
28485;1.0661
28486;1.0668
28487;1.0675
28488;1.0681
28489;1.0688
28490;1.0696
28491;1.0703
28492;1.071
28493;1.0717
28494;1.0724
28495;1.0731
28496;1.0737
28497;1.0744
28498;1.0751
28499;1.0757
28500;1.0763
28501;1.0769
28502;1.0775
28503;1.0781
28504;1.0787
28505;1.0793
28506;1.0799
28507;1.0806
28508;1.0812
28509;1.082
28510;1.0827
28511;1.0836
28512;1.0845
28513;1.0854
28514;1.0865
28515;1.0876
28516;1.0888
28517;1.0901
28518;1.0915
28519;1.0929
28520;1.0943
28521;1.0958
28522;1.0974
28523;1.0989
28524;1.1005
28525;1.1021
28526;1.1036
28527;1.105
28528;1.1065
28529;1.1078
28530;1.1091
28531;1.1103
28532;1.1115
28533;1.1125
28534;1.1135
28535;1.1144
28536;1.1153
28537;1.1161
28538;1.1168
28539;1.1175
28540;1.1182
28541;1.1189
28542;1.1195
28543;1.1202
28544;1.1209
28545;1.1216
28546;1.1224
28547;1.1232
28548;1.124
28549;1.1249
28550;1.1258
28551;1.1267
28552;1.1277
28553;1.1287
28554;1.1298
28555;1.1308
28556;1.1319
28557;1.133
28558;1.1342
28559;1.1353
28560;1.1365
28561;1.1377
28562;1.1389
28563;1.1401
28564;1.1414
28565;1.1427
28566;1.144
28567;1.1454
28568;1.1468
28569;1.1482
28570;1.1496
28571;1.1511
28572;1.1525
28573;1.154
28574;1.1555
28575;1.1569
28576;1.1583
28577;1.1597
28578;1.1611
28579;1.1624
28580;1.1637
28581;1.1649
28582;1.1661
28583;1.1672
28584;1.1682
28585;1.1692
28586;1.1701
28587;1.1709
28588;1.1717
28589;1.1724
28590;1.173
28591;1.1736
28592;1.1741
28593;1.1745
28594;1.1748
28595;1.175
28596;1.1752
28597;1.1751
28598;1.175
28599;1.1746
28600;1.1741
28601;1.1733
28602;1.1723
28603;1.171
28604;1.1693
28605;1.1674
28606;1.1651
28607;1.1624
28608;1.1594
28609;1.1559
28610;1.1521
28611;1.1479
28612;1.1434
28613;1.1386
28614;1.1335
28615;1.1282
28616;1.1227
28617;1.1171
28618;1.1115
28619;1.1059
28620;1.1004
28621;1.0952
28622;1.0902
28623;1.0855
28624;1.0812
28625;1.0773
28626;1.074
28627;1.0711
28628;1.0689
28629;1.0671
28630;1.066
28631;1.0653
28632;1.0653
28633;1.0657
28634;1.0666
28635;1.0679
28636;1.0696
28637;1.0717
28638;1.074
28639;1.0766
28640;1.0794
28641;1.0823
28642;1.0853
28643;1.0883
28644;1.0913
28645;1.0943
28646;1.0973
28647;1.1002
28648;1.103
28649;1.1057
28650;1.1082
28651;1.1106
28652;1.1129
28653;1.1151
28654;1.1172
28655;1.1191
28656;1.1209
28657;1.1226
28658;1.1242
28659;1.1257
28660;1.1271
28661;1.1284
28662;1.1297
28663;1.1309
28664;1.1322
28665;1.1333
28666;1.1345
28667;1.1357
28668;1.1369
28669;1.1381
28670;1.1394
28671;1.1407
28672;1.142
28673;1.1434
28674;1.1448
28675;1.1462
28676;1.1476
28677;1.1491
28678;1.1506
28679;1.152
28680;1.1535
28681;1.1549
28682;1.1563
28683;1.1577
28684;1.159
28685;1.1602
28686;1.1613
28687;1.1624
28688;1.1634
28689;1.1644
28690;1.1652
28691;1.166
28692;1.1666
28693;1.1672
28694;1.1677
28695;1.1682
28696;1.1685
28697;1.1687
28698;1.1689
28699;1.169
28700;1.169
28701;1.1689
28702;1.1687
28703;1.1684
28704;1.168
28705;1.1675
28706;1.1669
28707;1.1663
28708;1.1655
28709;1.1646
28710;1.1637
28711;1.1627
28712;1.1616
28713;1.1605
28714;1.1593
28715;1.1581
28716;1.1568
28717;1.1555
28718;1.1542
28719;1.1529
28720;1.1517
28721;1.1504
28722;1.1492
28723;1.148
28724;1.1469
28725;1.1458
28726;1.1448
28727;1.1438
28728;1.143
28729;1.1422
28730;1.1415
28731;1.1409
28732;1.1404
28733;1.14
28734;1.1398
28735;1.1397
28736;1.1397
28737;1.1398
28738;1.1401
28739;1.1405
28740;1.1411
28741;1.1417
28742;1.1425
28743;1.1434
28744;1.1443
28745;1.1452
28746;1.1462
28747;1.147
28748;1.1478
28749;1.1484
28750;1.1487
28751;1.1488
28752;1.1485
28753;1.1478
28754;1.1466
28755;1.1449
28756;1.1426
28757;1.1397
28758;1.1361
28759;1.1319
28760;1.127
28761;1.1214
28762;1.1152
28763;1.1084
28764;1.101
28765;1.0932
28766;1.085
28767;1.0765
28768;1.0677
28769;1.0589
28770;1.05
28771;1.0412
28772;1.0326
28773;1.0243
28774;1.0163
28775;1.0088
28776;1.0018
28777;0.99534
28778;0.98949
28779;0.98426
28780;0.97968
28781;0.97577
28782;0.97251
28783;0.96991
28784;0.96795
28785;0.96662
28786;0.96591
28787;0.96579
28788;0.96625
28789;0.96727
28790;0.96884
28791;0.97093
28792;0.97354
28793;0.97664
28794;0.98022
28795;0.98425
28796;0.9887
28797;0.99355
28798;0.99876
28799;1.0043
28800;1.01
28801;1.016
28802;1.0221
28803;1.0282
28804;1.0343
28805;1.0403
28806;1.0461
28807;1.0516
28808;1.0567
28809;1.0614
28810;1.0655
28811;1.0691
28812;1.072
28813;1.0742
28814;1.0758
28815;1.0766
28816;1.0767
28817;1.0761
28818;1.0748
28819;1.073
28820;1.0705
28821;1.0675
28822;1.0642
28823;1.0604
28824;1.0564
28825;1.0523
28826;1.048
28827;1.0438
28828;1.0397
28829;1.0357
28830;1.032
28831;1.0285
28832;1.0255
28833;1.0228
28834;1.0206
28835;1.0188
28836;1.0175
28837;1.0167
28838;1.0164
28839;1.0166
28840;1.0172
28841;1.0182
28842;1.0196
28843;1.0214
28844;1.0234
28845;1.0257
28846;1.0282
28847;1.0309
28848;1.0337
28849;1.0365
28850;1.0394
28851;1.0422
28852;1.0449
28853;1.0475
28854;1.05
28855;1.0523
28856;1.0544
28857;1.0563
28858;1.0579
28859;1.0593
28860;1.0605
28861;1.0614
28862;1.062
28863;1.0623
28864;1.0623
28865;1.0621
28866;1.0616
28867;1.0609
28868;1.0599
28869;1.0586
28870;1.0571
28871;1.0553
28872;1.0533
28873;1.0511
28874;1.0488
28875;1.0462
28876;1.0435
28877;1.0407
28878;1.0378
28879;1.0349
28880;1.0319
28881;1.0289
28882;1.0259
28883;1.023
28884;1.0201
28885;1.0174
28886;1.0148
28887;1.0123
28888;1.0099
28889;1.0076
28890;1.0055
28891;1.0035
28892;1.0016
28893;0.99984
28894;0.99811
28895;0.99643
28896;0.99476
28897;0.99307
28898;0.99134
28899;0.98951
28900;0.98757
28901;0.98547
28902;0.98318
28903;0.98068
28904;0.97793
28905;0.97492
28906;0.97162
28907;0.96804
28908;0.96416
28909;0.96
28910;0.95557
28911;0.95089
28912;0.94599
28913;0.94091
28914;0.93569
28915;0.93037
28916;0.925
28917;0.91965
28918;0.91435
28919;0.90916
28920;0.90413
28921;0.89929
28922;0.89469
28923;0.89036
28924;0.88632
28925;0.88259
28926;0.87917
28927;0.87608
28928;0.8733
28929;0.87083
28930;0.86866
28931;0.86677
28932;0.86514
28933;0.86375
28934;0.86258
28935;0.86161
28936;0.86081
28937;0.86016
28938;0.85966
28939;0.85927
28940;0.85898
28941;0.85879
28942;0.85868
28943;0.85863
28944;0.85865
28945;0.85872
28946;0.85884
28947;0.85899
28948;0.85919
28949;0.85941
28950;0.85967
28951;0.85994
28952;0.86024
28953;0.86054
28954;0.86086
28955;0.86118
28956;0.8615
28957;0.86182
28958;0.86213
28959;0.86243
28960;0.86272
28961;0.86299
28962;0.86325
28963;0.86348
28964;0.86371
28965;0.86391
28966;0.8641
28967;0.86427
28968;0.86443
28969;0.86459
28970;0.86474
28971;0.86489
28972;0.86506
28973;0.86524
28974;0.86544
28975;0.86568
28976;0.86595
28977;0.86628
28978;0.86666
28979;0.86712
28980;0.86765
28981;0.86826
28982;0.86898
28983;0.86979
28984;0.8707
28985;0.87173
28986;0.87286
28987;0.8741
28988;0.87544
28989;0.87688
28990;0.87841
28991;0.88002
28992;0.88169
28993;0.8834
28994;0.88515
28995;0.88691
28996;0.88867
28997;0.8904
28998;0.8921
28999;0.89374
29000;0.89531
29001;0.8968
29002;0.8982
29003;0.89949
29004;0.90068
29005;0.90176
29006;0.90272
29007;0.90357
29008;0.90431
29009;0.90492
29010;0.90542
29011;0.90581
29012;0.90608
29013;0.90624
29014;0.90628
29015;0.90619
29016;0.90598
29017;0.90564
29018;0.90516
29019;0.90453
29020;0.90375
29021;0.9028
29022;0.90168
29023;0.90038
29024;0.89889
29025;0.89722
29026;0.89536
29027;0.89331
29028;0.89108
29029;0.88869
29030;0.88613
29031;0.88345
29032;0.88064
29033;0.87774
29034;0.87478
29035;0.87179
29036;0.86878
29037;0.8658
29038;0.86288
29039;0.86003
29040;0.85729
29041;0.85468
29042;0.85222
29043;0.84992
29044;0.84779
29045;0.84584
29046;0.84407
29047;0.84248
29048;0.84107
29049;0.83983
29050;0.83874
29051;0.8378
29052;0.837
29053;0.83633
29054;0.83576
29055;0.8353
29056;0.83492
29057;0.83462
29058;0.83439
29059;0.83423
29060;0.83412
29061;0.83406
29062;0.83405
29063;0.83408
29064;0.83416
29065;0.83428
29066;0.83445
29067;0.83465
29068;0.8349
29069;0.8352
29070;0.83553
29071;0.83591
29072;0.83633
29073;0.83679
29074;0.83729
29075;0.83781
29076;0.83837
29077;0.83896
29078;0.83956
29079;0.84018
29080;0.84081
29081;0.84145
29082;0.84208
29083;0.84271
29084;0.84332
29085;0.84392
29086;0.8445
29087;0.84506
29088;0.84559
29089;0.8461
29090;0.84657
29091;0.84701
29092;0.84743
29093;0.84781
29094;0.84817
29095;0.8485
29096;0.8488
29097;0.84908
29098;0.84933
29099;0.84956
29100;0.84977
29101;0.84996
29102;0.85012
29103;0.85027
29104;0.85039
29105;0.85048
29106;0.85055
29107;0.8506
29108;0.85061
29109;0.85059
29110;0.85054
29111;0.85045
29112;0.85033
29113;0.85016
29114;0.84995
29115;0.84971
29116;0.84942
29117;0.84909
29118;0.84872
29119;0.84832
29120;0.84788
29121;0.84742
29122;0.84694
29123;0.84643
29124;0.84592
29125;0.84541
29126;0.84489
29127;0.84438
29128;0.84389
29129;0.84342
29130;0.84297
29131;0.84255
29132;0.84217
29133;0.84182
29134;0.84151
29135;0.84123
29136;0.84099
29137;0.84079
29138;0.84062
29139;0.84049
29140;0.84038
29141;0.8403
29142;0.84024
29143;0.8402
29144;0.84017
29145;0.84014
29146;0.84012
29147;0.84008
29148;0.84004
29149;0.83997
29150;0.83987
29151;0.83974
29152;0.83956
29153;0.83933
29154;0.83905
